Path,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,asm_0,entropy_0,asm_45,entropy_45,asm_90,entropy_90,asm_135,entropy_135
Finger_1,294.2454138702461,9.847024608501117,0.17030673374839297,0.00021402239138377144,0.9577754808218576,0.00021402239138377144,8.827581371173538,581.466915904689,15.142335930813926,0.10865141345122861,0.0001434971361570844,0.9165831126752185,0.0001434971361570844,9.185788555230241,330.65677852348995,11.19055928411633,0.141340885920324,0.00018148631943506048,0.9525620818186209,0.00018148631943506048,8.957562370821218,509.5400207197874,13.809017611819288,0.126481430670513,0.0001538545343414104,0.926903414665477,0.0001538545343414104,9.115728566744817
Finger_1,298.1575391498882,10.602908277404923,0.15065091127530764,0.00022379472396138314,0.9541181286239834,0.00022379472396138314,8.934906173666175,568.8874825458314,13.843205261024277,0.12849021700826643,0.00015229027302894905,0.9116898017562471,0.00015229027302894905,9.125992838620899,378.3418791946309,10.122997762863534,0.1731114827626776,0.000211592070427258,0.9412520810830257,0.000211592070427258,8.840463294763431,640.7660465744785,15.172694923652086,0.11051942703898937,0.00014176143505097453,0.9005320887037264,0.00014176143505097453,9.19747181448757
Finger_1,382.84733780760627,11.26586129753915,0.14415953375162927,0.000180152045203169,0.9404719732890622,0.000180152045203169,8.966578709466951,544.4039457682087,13.748209540110809,0.12862131674894411,0.0001528451698758468,0.9153537612627313,0.0001528451698758468,9.123940181848248,265.52604026845637,9.325771812080538,0.1795740837991952,0.00025655501003458297,0.9590698150758551,0.00025655501003458297,8.803592265337144,609.6692491329219,15.00378361335075,0.11084469268831783,0.00014260646077943133,0.905203953653634,0.00014260646077943133,9.19282856414257
Finger_1,294.2454138702461,9.847024608501117,0.17030673374839297,0.00021402239138377144,0.9577754808218576,0.00021402239138377144,8.827581371173538,509.5400207197874,13.809017611819288,0.126481430670513,0.0001538545343414104,0.926903414665477,0.0001538545343414104,9.115728566744817,330.65677852348995,11.19055928411633,0.141340885920324,0.00018148631943506048,0.9525620818186209,0.00018148631943506048,8.957562370821218,581.466915904689,15.142335930813926,0.10865141345122861,0.0001434971361570844,0.9165831126752185,0.0001434971361570844,9.185788555230241
Finger_1,294.2454138702461,9.847024608501117,0.17030673374839297,0.00021402239138377144,0.9577754808218576,0.00021402239138377144,8.827581371173538,509.5400207197874,13.809017611819288,0.126481430670513,0.0001538545343414104,0.926903414665477,0.0001538545343414104,9.115728566744817,330.65677852348995,11.19055928411633,0.141340885920324,0.00018148631943506048,0.9525620818186209,0.00018148631943506048,8.957562370821218,581.466915904689,15.142335930813926,0.10865141345122861,0.0001434971361570844,0.9165831126752185,0.0001434971361570844,9.185788555230241
Finger_1,88.66035794183445,2.9735570469798662,0.5269967950173347,0.0023014388741247893,0.9842008944146026,0.0023014388741247893,6.903161878528265,133.1336876717265,3.969145533984955,0.4803197893380239,0.0020080073501859514,0.9763384080785251,0.0020080073501859514,7.078444391063213,36.82536912751678,2.021342281879195,0.6233056418380833,0.0033286138262040247,0.9934457334288966,0.0033286138262040247,6.666284053199436,78.37043376424485,3.046439349578848,0.47804852268261244,0.001913730680229014,0.9860719019765192,0.001913730680229014,7.05738508232679
Finger_1,30.686040268456377,1.840939597315436,0.6351386040903393,0.003329391568948346,0.9940176506351674,0.003329391568948346,6.6632018928160015,465.71685960091884,4.4072789513985855,0.4898075195277785,0.0018934804958455158,0.9054117631779833,0.0018934804958455158,7.076584412622413,474.52210290827736,4.343847874720358,0.5372672239973294,0.002280426807601259,0.9033789835351156,0.002280426807601259,6.922869660598204,512.3784964641233,5.253321922435926,0.49044732147847353,0.0019884003186377975,0.8959348513547667,0.0019884003186377975,7.09672698344417
Finger_1,287.1140492170023,3.0841610738255034,0.6304852209261788,0.003290472401143092,0.9416126674839185,0.003290472401143092,6.6887967294483355,320.4913742624206,4.009143732264312,0.4909416766088513,0.0018955266145661608,0.9349141508538753,0.0018955266145661608,7.076782485299802,73.82903803131991,2.7008948545861298,0.5442134923484039,0.0023194600843805834,0.9856012371061144,0.0023194600843805834,6.897081426806382,367.80410792306645,4.860817080311698,0.4913435968729952,0.001988860872876356,0.9253056908558536,0.001988860872876356,7.099368495143681
Finger_1,88.66035794183445,2.9735570469798662,0.5269967950173347,0.0023014388741247893,0.9842008944146026,0.0023014388741247893,6.903161878528265,78.37043376424485,3.046439349578848,0.47804852268261244,0.001913730680229014,0.9860719019765192,0.001913730680229014,7.05738508232679,36.82536912751678,2.021342281879195,0.6233056418380833,0.0033286138262040247,0.9934457334288966,0.0033286138262040247,6.666284053199436,133.1336876717265,3.969145533984955,0.4803197893380239,0.0020080073501859514,0.9763384080785251,0.0020080073501859514,7.078444391063213
Finger_1,88.66035794183445,2.9735570469798662,0.5269967950173347,0.0023014388741247893,0.9842008944146026,0.0023014388741247893,6.903161878528265,78.37043376424485,3.046439349578848,0.47804852268261244,0.001913730680229014,0.9860719019765192,0.001913730680229014,7.05738508232679,36.82536912751678,2.021342281879195,0.6233056418380833,0.0033286138262040247,0.9934457334288966,0.0033286138262040247,6.666284053199436,133.1336876717265,3.969145533984955,0.4803197893380239,0.0020080073501859514,0.9763384080785251,0.0020080073501859514,7.078444391063213
